,city,job_title,company_name,location,summary,salary
520,New+York,Data Science Specialist USA,Mphasis,"New York, NY","Note: This position is accepting applicants for- New York and Texas.
Excellent knowledge of NLP and ML alogrithms.
TECH (Computer Science Engineering/ IT)/ MCA.",Nothing_found
521,New+York,Senior Data Analyst,EmblemHealth/AdvantageCare Physicians,"New York, NY 10004 (Financial District area)",Generate EmblemHealth Provider File reports and data analysis for a variety of internal and external customers.,Nothing_found
522,New+York,Data Scientist,CompuForce,"New York, NY 10170 (Midtown area)",CompuForce is seeking an experienced and highly motivated data scientist to join our client’s growing data science team.,Nothing_found
523,New+York,Data Scientist,Source Enterprises,"New York, NY",Work with our industry experts to gain unrivaled knowledge at both the strategic level (generating bold and innovative ideas for data science-driven growth) and…,Nothing_found
524,New+York,Data Scientist,CBS,"New York, NY 10176 (Murray Hill area)","CBS BUSINESS UNIT: CBS Interactive.
JOB LOCATION: New York, NY.
The Data technology team is an agile and dynamic group who is passionate about developing…",Nothing_found
525,New+York,Data Scientist - Financial Services Lab,McKinsey & Company,"New York, NY 10022 (Midtown area)","Advanced degree in a STEM related field (Ops Research, Statistics, Applied Math, Engineering, Business Analytics).
Up to 2 years of professional experience.",Nothing_found
526,New+York,"Data Scientist, Music Analytics",Spotify,"New York, NY 10011 (Flatiron District area)",We are looking for an extraordinary Data Scientist to join the band and build core analytics to support our Music organization.,Nothing_found
527,New+York,People Analytics Data Scientist,"D. E. Shaw & Co., L.P.","New York, NY 10036 (Midtown area)","The D. E. Shaw group is seeking a data scientist to join its Human Capital Analytics and Products (HCAP) team.
1166 Avenue of the Americas.",Nothing_found
528,New+York,Data Scientist,Vettery,"New York, NY","The focus of the data science team is digitizing the recruiting process - from cutting edge recommendations algorithms, to analytics for performance predictions…",Nothing_found
529,New+York,Data Scientist,Thermo Fisher Scientific,"Grand Island, NY 14072","How will you make an impact?
We are seeking to hire a highly motivated Data Scientist with hands-on experience computational scientist/informaticist.",Nothing_found
530,New+York,Data Scientist,Public Goods,"New York, NY","Extract actionable insights, trends and patterns from our KPIs.
Create new data pipelines and models based on strategic needs.",Nothing_found
531,New+York,Statistician & Data Analysis Scientist,Corning,"Painted Post, NY 14870","Location: Painted Post, NY, US, 14870.
Corning’s Environmental Technologies segment manufactures ceramic substrates and filter products for emissions control in…",Nothing_found
532,New+York,Data Scientist,Plug Power Inc,"Latham, NY 12110","The position will focus on analytical diagnostics and predictive maintenance of Plug Power’s rapidly growing fuel cell fleet.
Must be driven and self-motivated.",Nothing_found
533,New+York,Senior Analyst/Data Scientist,RedShift,"Albany, NY","Our client has a rare and exciting opportunity for a Senior Analyst/Data Scientist..
Track KPI’s and report to the team.",Nothing_found
534,New+York,Data Science Specialist USA,Mphasis,"New York, NY","Note: This position is accepting applicants for- New York and Texas.
Excellent knowledge of NLP and ML alogrithms.
TECH (Computer Science Engineering/ IT)/ MCA.",Nothing_found
535,New+York,Data Scientist,Plug Power Inc,"Latham, NY 12110","The position will focus on analytical diagnostics and predictive maintenance of Plug Power’s rapidly growing fuel cell fleet.
Must be driven and self-motivated.",Nothing_found
536,New+York,Senior Data Scientist (Remote-friendly),Noom Inc.,"New York, NY 10001","What You’ll Like About Us: .
Delicious (and nutritious) daily lunches and snacks prepared by Sam, our NYC office on-site chef.
What We’ll Like About You: .",Nothing_found
537,New+York,Data Scientist,Madison Logic,"New York, NY 10010",You must be a data and strategy focused individual with the ability to apply machine learning and artificial intelligence to real business challenges.,"$120,000 - $140,000 a year"
538,New+York,Data Scientist - Decision Science,Blackboard Insurance,"New York, NY 10271","We are looking for a Data Scientist to help amplify the capabilities in the area of decision/behavioral science.
Who and What we are looking for:",Nothing_found
539,New+York,Data Scientist - Research Technology,Morgan Stanley,"New York, NY","POSTING DATE: Mar 24, 2020.
PRIMARY LOCATION: Americas-United States of America-New York-New York.
Morgan Stanley Research Technology is looking for a data…",Nothing_found
540,New+York,Data Scientist,Advan Research Corporation,"New York, NY",The individual with work with the CTO team to enhance our existing geolocation products along with new complementary datasets.,Nothing_found
541,New+York,Data Scientist,Northwell Health,"New Hyde Park, NY 11042","Works collaboratively to design, implement and maintain data science models and applications.
Works on programs to apply data science methodologies, including…",Nothing_found
542,New+York,Data Scientist – Customer Modeling,Disney Streaming Services,"New York, NY","The Data Scientist, Modeling is a critical position within DSS and in the Data organization who specializes in applying machine learning and statistical methods…",Nothing_found
543,New+York,Data Scientist,"Remedy BPCI Partners, LLC.","New York, NY","Algorithms: Classifications, Regressions, Neural Networks, Time series, Graphs.
Infrastructure: AWS (EMR, EC2, S3, etc).
We are looking for someone with:",Nothing_found
544,New+York,Data Scientist,American Civil Liberties Union,"New York, NY 10036","The Data & Analytics Department of the ACLU's National office in New York, NY seeks applications for the full-time position of Data Scientist.",Nothing_found
545,New+York,Junior Data Scientist,Avibra,"New York, NY","Mine and analyze data from different resources, and use predictive modeling to increase and optimize customer experiences, customer acquisition, and conversion,…",Nothing_found
546,New+York,Data Analyst - Scientist,PSEG,"Bethpage, NY","Employment Type: Exempt Full Time.
This is an exciting time to be joining PSEG.
The Senior Data Analyst will be the lead data strategist for the Enterprise Data…",Nothing_found
547,New+York,Manager - Data Science,Biz2Credit Inc,"New York, NY 10119","As a key member of a world-class data science team within a fast-evolving financial landscape, the individual will have the exciting opportunity to direct a…",Nothing_found
548,New+York,Sr. Data Scientist,Ascensia Diabetes Care,"Valhalla, NY 10595",The ideal candidate will be intricately involved in running analytical experiments in a methodical manner and will regularly evaluate alternate models via…,Nothing_found
549,New+York,Senior Analyst/Data Scientist,RedShift,"Albany, NY","Our client has a rare and exciting opportunity for a Senior Analyst/Data Scientist..
Track KPI’s and report to the team.",Nothing_found
550,New+York,Sr. Data Scientist,Ascensia Diabetes Care,"Valhalla, NY 10595",The ideal candidate will be intricately involved in running analytical experiments in a methodical manner and will regularly evaluate alternate models via…,Nothing_found
551,New+York,Data Science Specialist USA,Mphasis,"New York, NY","Excellent knowledge of NLP and ML alogrithms.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision…",Nothing_found
552,New+York,Senior Analyst/Data Scientist,RedShift,"Albany, NY","Track KPI’s and report to the team.
Identify non-performing relays that should be shut down.
Identify which relays are performing but overpriced and need to be…",Nothing_found
553,New+York,Data Analyst - Scientist,PSEG,"Bethpage, NY","Employment Type: Exempt Full Time.
The Senior Data Analyst will be the lead data strategist for the Enterprise Data Analytics platform collaborating with the…",Nothing_found
554,New+York,Data Scientist - Bomoda,Powell Tate,"New York, NY 10022","As a data scientist at Bomoda, you would be directly involved with the product team including computer scientists and data analysts, eliciting information from…",Nothing_found
555,New+York,Data Scientist - Decision Science,Blackboard Insurance,"New York, NY 10271","We are looking for a Data Scientist to help amplify the capabilities in the area of decision/behavioral science.
401(k) employee matching program.",Nothing_found
556,New+York,Data Scientist – Customer Modeling,Disney Streaming Services,"New York, NY",We’re focused on delivering extraordinary experiences and distributing the incredible library of Disney content through all forms of interactive media.,Nothing_found
557,New+York,Data Scientist,Northwell Health,"New Hyde Park, NY 11042","Works collaboratively to design, implement and maintain data science models and applications.
Works on programs to apply data science methodologies, including…",Nothing_found
558,New+York,Data Scientist - Demand Forecasting,Amazon.com Services LLC,"New York, NY","Bachelor’s or Master’s degree in a quantitative field such as Statistics, Applied Mathematics, Physics, Engineering, Computer Science, or Economics.",Nothing_found
559,New+York,"Data Scientist, Advertising",Amazon.com Services LLC,"New York, NY","3+ years of experience with data scripting languages (e.g SQL, Python, R etc.).
Or statistical/mathematical software (e.g. R, SAS, or Matlab).",Nothing_found
560,New+York,Data Scientist (NYC),IBKR,"New York, NY","Interactive Brokers Group (IBG) is looking for a junior Data Scientist.
The successful candidate will execute analytical tasks on large data sets to support…",Nothing_found
561,New+York,Data Scientist,Amazon.com Services LLC,"New York, NY","Bachelor’s, Master’s, or PhD degree in a quantitative field such as Statistics, Computer Science, Applied Mathematics, Economics, or Engineering.",Nothing_found
562,New+York,Data Scientist,QuaEra,"New York, NY","We require at least a Master’s degree in a quantitative discipline such as Statistics, Economics, Mathematics, Computer Science or equivalent.",Nothing_found
563,New+York,Senior Data Analyst,EmblemHealth/AdvantageCare Physicians,"New York, NY 10004",Generate EmblemHealth Provider File reports and data analysis for a variety of internal and external customers.,Nothing_found
564,New+York,Data Scientist,Plug Power Inc,"Latham, NY 12110",The position will focus on analytical diagnostics and predictive maintenance of Plug Power’s rapidly growing fuel cell fleet.,Nothing_found
565,New+York,Senior Data Scientist (Remote-friendly),Noom Inc.,"New York, NY 10001","We offer a generous budget for personal development expenses like training courses, conferences, and books.
You’ll get three weeks’ paid vacation and a flexible…",Nothing_found
566,New+York,Data Science Specialist USA,Mphasis,"New York, NY","Excellent knowledge of NLP and ML alogrithms.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision…",Nothing_found
567,New+York,Sr. Data Scientist,Ascensia Diabetes Care,"Valhalla, NY 10595",The ideal candidate will be intricately involved in running analytical experiments in a methodical manner and will regularly evaluate alternate models via…,Nothing_found
568,New+York,Senior Data Scientist (Remote-friendly),Noom Inc.,"New York, NY 10001","We offer a generous budget for personal development expenses like training courses, conferences, and books.
You’ll get three weeks’ paid vacation and a flexible…",Nothing_found
569,New+York,Data Scientist,Altice USA,"Long Island City, NY 11101","Join Altice USA’s Data Science team to deliver AI as a service across various teams.
To develop AI solutions for internal processes and products you will:…",Nothing_found
570,New+York,Data Scientist,viagogo,"New York, NY","Our team of data scientists uses data to automate manual processes and human decisions.
Currently pursuing or recently completed a degree in a quantitative…",Nothing_found
571,New+York,"Data Science, Marketing",ODSC Hiring Partner,"New York, NY","As a Data Scientist, you will provide cutting-edge algorithms, visualizations, and expert insight for business challenges throughout their organization.","$80,000 - $150,000 a year"
572,New+York,Data Scientist / Machine Learning Engineer,Well,"New York, NY 10003","The product will sell directly to both Fortune 500 CEOs and full risk populations, integrating layers of analytics, digital, concierge services, behavioral…",Nothing_found
573,New+York,Data Scientist - For Top Financial Firm,Kahuna Careers,"New York, NY",The successful candidate will execute analytical tasks on large data sets to support decision makers and provide insight and reports about our platforms.,"$150,000 - $175,000 a year"
574,New+York,Customer Data Scientist (New York),h2o.ai,"New York, NY","More than 18,000 companies use open-source H2O in mission-critical use cases for Finance, Insurance, Healthcare, Retail, Telco, Sales and Marketing.",Nothing_found
575,New+York,"Data Scientist, Recommendations",Tapestry,"New York, NY 10011","You will be responsible for building and maintaining relationships with our business partners, developing and maintaining models serving recommendations, and…",Nothing_found
576,New+York,Data Scientist,Alldus,"New York, NY","Our goal is to enable participants in credit markets to make the best data-driven decisions possible.
Build and develop analytics and models which increase the…",Nothing_found
577,New+York,ESG Data Scientist,MSCI Inc.,"New York, NY 10007","The selected candidate will spearhead R&D and methodology projects that help investors integrate environmental, social, and governance (ESG) risks in their…",Nothing_found
578,New+York,Data Scientist,Qapital,"New York, NY","As a Data Scientist at Qapital, you will enable us to utilize data to drive key strategic decisions.
You will develop and maintain dashboards for key product…",Nothing_found
579,New+York,Manager - Data Science,Biz2Credit Inc,"New York, NY 10119","Manage the data science projects in Agile mode, provide coaching and mentorship to team members as needed.
Establish Data Science role model and best practices…",Nothing_found
580,New+York,Data Scientist,Plug Power Inc,"Latham, NY 12110",The position will focus on analytical diagnostics and predictive maintenance of Plug Power’s rapidly growing fuel cell fleet.,Nothing_found
581,New+York,Senior Analyst/Data Scientist,RedShift,"Albany, NY","Track KPI’s and report to the team.
Identify non-performing relays that should be shut down.
Identify which relays are performing but overpriced and need to be…",Nothing_found
582,Chicago,Data Scientist,Seen by Indeed,"Chicago, IL",With one application you can be considered for thousands of tech roles from leading companies on Seen. Seen by Indeed is a free service that connects you to…,Nothing_found
583,Chicago,Senior & Lead Medical Economics Data Analysts,EmblemHealth,"Chicago, IL","MEDICAL ECONOMICS SENIOR & LEAD DATA ANALYST OPPORTUNITIES.
Remote positions available; corporate office located New York, NY .",Nothing_found
584,Chicago,Data Scientist: Deep Learning & NLP,Allstate,"Chicago, IL","As a Sr. Data Scientist authority in these areas you will be responsible for researching, developing, and improving algorithms that help computers learn from…",Nothing_found
585,Chicago,Entry level Data Science Role - Training provided,VForce InfoTech,"Schiller Park, IL 60176","Your role as a Data Scientist will be to assist the Engineering Leads in executing a work package for a³ project with a focus on speed, quality, and cost.","$55,000 - $60,000 a year"
586,Chicago,Data Scientist,WALGREENS,"Chicago, IL 60607 (West Loop Gate area)",Applies advanced data analysis tools and techniques to provide insights and actionable recommendations for the business.,Nothing_found
587,Chicago,Jr. Data Scientist,Vamonde,"Chicago, IL 60607 (West Town area)","The office also comes with free drinks and snacks...and who doesn’t like free drinks and snacks?
Compensation will be commensurate with experience.","$60,000 - $80,000 a year"
588,Chicago,Data Scientist [Consultant],Phyton Advisors,"Chicago, IL","Data Scientist is responsible for the collection, cleaning and munging of data to meet company purpose.
They will be working with Operations Team to streamline…",Nothing_found
589,Chicago,Junior Data Scientist,Hitachi Solutions,"Chicago, IL",This position will be part of the Data Science and Machine Learning team and will bring strong quantitative skills to our data science capabilities.,Nothing_found
590,Chicago,Data Scientist,Conversant Media,"Chicago, IL 60606 (Loop area)","In this role, you will research and develop new enhancements to Conversant’s award-winning Conversant One-to-One Relationship Engine, with the aim of enhancing…",Nothing_found
591,Chicago,Data Scientist,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL","We’re looking for a Data Scientist in our growing Enterprise Data Science Team to develop new data science products using machine learning, natural language…",Nothing_found
592,Chicago,Data Scientist,ActiveCampaign,"Chicago, IL 60602 (The Loop area)","ActiveCampaign’s category-defining Customer Experience Automation Platform helps over 90,000 businesses in 161 countries meaningfully engage with their…",Nothing_found
593,Chicago,Data Scientist,ODSC Hiring Partner,"Chicago, IL","This is a post on behalf of a hiring partner.
As a Data Scientist, you will provide cutting-edge algorithms, visualizations, and expert insight for business…","$80,000 - $150,000 a year"
594,Chicago,Sr Regulatory Data Scientist,CME Group,"Chicago, IL","Here, you can impact markets worldwide.
To learn more about what a career at CME Group can offer you, visit us at www.wherefuturesaremade.com .",Nothing_found
595,Chicago,Data Scientist,devwrx,"Chicago, IL","4-6 years of Data Science is ideal for this particular role.
The ideal candidate will have had professional experience with a scripting language (Python, Ruby,…",Nothing_found
596,Chicago,Statistician 1 - Rush Alzheimer's Disease Center,Rush University Medical Center,"Chicago, IL 60612 (Illinois Medical District area)","Job Title: Statistician 1 - Rush Alzheimer's Disease Center.
If this describes you, you may be the right candidate for the Statistician 1 position with the Rush…",Nothing_found
597,Chicago,Senior & Lead Medical Economics Data Analysts,EmblemHealth,"Chicago, IL","MEDICAL ECONOMICS SENIOR & LEAD DATA ANALYST OPPORTUNITIES.
Remote positions available; corporate office located New York, NY .",Nothing_found
598,Chicago,Statistician 1 - Rush Alzheimer's Disease Center,Rush University Medical Center,"Chicago, IL 60612 (Illinois Medical District area)",Position Highlights: Under the direction of the Supervising Statistician the Statistician I will be responsible for performing basic analyses of research data…,Nothing_found
599,Chicago,Entry level Data Science Role - Training provided,VForce InfoTech,"Schiller Park, IL 60176","Your role as a Data Scientist will be to assist the Engineering Leads in executing a work package for a³ project with a focus on speed, quality, and cost.","$55,000 - $60,000 a year"
600,Chicago,"Director I, Data Science, GRS Predictive Analytics Team",Liberty Mutual Insurance,"Chicago, IL 60290","In this position, you will collaborate with underwriters, product managers, actuaries and IT professionals and build models that make an impact on how insurance…","$132,300 - $173,200 a year"
601,Chicago,Data Scientist,NCC Group,"Chicago, IL 60603 (The Loop area)",You are a person who enjoys designing and implementing machine learning architectures as much as you do doing the science.,Nothing_found
602,Chicago,DATA SCIENTIST,Big Bright International,"Chicago, IL","Data Scientist at various unanticipated client locations throughout the US to lead data assessment, modeling and forecast for big size multi-national companies;…",Nothing_found
603,Chicago,Data Scientist,Army Enterprise Marketing Office,"Chicago, IL (The Loop area)","Serve in the office responsible for the Army's national level marketing efforts.
Provide strategic direction, analysis, and oversight of the program's research…",Nothing_found
604,Chicago,Data Scientist,McDonald's Corporate,"Chicago, IL",McDonald’s Is Looking To Hire A Data Scientist Who Has A Deep Understanding Of Advanced Analytics And Big Data.,Nothing_found
605,Chicago,Data Scientist,Crowe,"Chicago, IL 60606 (The Loop area)",A combination of data scientists and machine learning engineers create and deploy AI functionality into software to solve complex problems.,Nothing_found
606,Chicago,Data Scientist,Colsh Consultants,"Chicago, IL","(Find someone out of the financial sector) – stock market, hedge fund, procurement, supply chain.
Will works with hundreds and thousands of rows of data.",Nothing_found
607,Chicago,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)","Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",Nothing_found
608,Chicago,Data Scientist - IoT (Chicago),Relayr,"Chicago, IL 60638 (Garfield Ridge area)","We tackle challenging problems in the fields of data engineering, data science, and machine learning research to develop solutions from early prototypes to…",Nothing_found
609,Chicago,Data Scientist - Life Sciences,Argonne National Laboratory,"Lemont, IL 60439","Functional Area: Division: DSL-Data Science and Learning Division.
In this exciting area of research, you will be applying machine learning techniques, with an…",Nothing_found
610,Chicago,Data Scientist,Maven Wave Partners,"Chicago, IL","We are looking for a Data Scientist who will utilize their analytical, statistical, and programming skills to develop data-driven solutions to complex business…",Nothing_found
611,Chicago,Data Scientist: Deep Learning & NLP,Allstate,"Chicago, IL","You’ll help us reinvent protection and retirement to improve customers’ lives.
By extracting meaning from large data sets containing millions of documents, you…",Nothing_found
612,Chicago,Data Scientist,Seen by Indeed,"Chicago, IL",With one application you can be considered for thousands of tech roles from leading companies on Seen. Seen by Indeed is a free service that connects you to…,Nothing_found
613,Chicago,Statistician 1 - Rush Alzheimer's Disease Center,Rush University Medical Center,"Chicago, IL 60612","Job Title: Statistician 1 - Rush Alzheimer's Disease Center.
If this describes you, you may be the right candidate for the Statistician 1 position with the Rush…",Nothing_found
614,Chicago,Data Scientist: Deep Learning & NLP,Allstate,"Chicago, IL","As a Sr. Data Scientist authority in these areas you will be responsible for researching, developing, and improving algorithms that help computers learn from…",Nothing_found
615,Chicago,Data Scientist,Seen by Indeed,"Chicago, IL",With one application you can be considered for thousands of tech roles from leading companies on Seen. Seen by Indeed is a free service that connects you to…,Nothing_found
616,Chicago,Data Scientist,CreditNinja,"Chicago, IL",CreditNinja is seeking a Data Scientist who will focus on the latest cutting-edge data mining and statistical modeling techniques to make a direct impact in a…,Nothing_found
617,Chicago,Data Scientist,MessageControl,"Chicago, IL 60606","MessageControl is a cybersecurity start-up in Chicago providing human layer email and messaging security.
Our innovative technology protects users from phishing…",Nothing_found
618,Chicago,Data Scientist / Quantitative Researcher – High Frequency Futures,Wolverine Trading,"Chicago, IL 60604",We are looking for highly skilled and experienced individuals to join a research effort focused on generating high frequency trading alphas in the futures…,Nothing_found
619,Chicago,Data Scientist,1-800-Flowers,"Melrose Park, IL 60160","The Data Scientist (Senior Manager level) will be part of the Enterprise BI team at 1-800-Flowers.com, Inc.
This individual will manage one or more analysts and…",Nothing_found
620,Chicago,Data Scientist,"SMS Assist, LLC","Chicago, IL 60611","Use machine learning to improve and automate processes in SMS proprietary tools.
Apply data mining techniques to make recommendations based on data and…",Nothing_found
621,Chicago,Analytics Consultant (Data Scientist),CNA Insurance,"Chicago, IL 60604","A collaborative data science team with diverse skills and experiences, combined with deep expertise in statistical modeling, machine learning, and applications…",Nothing_found
622,Chicago,Strategic Investments Data Scientist,GCM Grosvenor Open Positions,"Chicago, IL","GCM Grosvenor is seeking a Data Scientist to join its Strategic Investments Group (SIG) team.
The SIG team is a multi-strategy investment group within GCM…",Nothing_found
623,Chicago,Data Scientist,Mars,"Chicago, IL 60642",Inspiring the whole Mars business to adopt data driven decision-making by developing advanced analytics methods is huge in your role.,Nothing_found
624,Chicago,Data Scientist,CGN Global,"Chicago, IL 60602","Collaborate directly with clients to frame, structure, analyze, and solve business problems for profitable growth, efficient operations, and new business models…",Nothing_found
625,Chicago,Data Scientist,Capax Global LLC,"Chicago, IL",This position will be part of the Data Science and Machine Learning team and will bring strong quantitative skills to our data science capabilities.,Nothing_found
626,Chicago,"Director I, Data Science, GRS Predictive Analytics Team",Liberty Mutual Insurance,"Chicago, IL 60290","In this position, you will collaborate with underwriters, product managers, actuaries and IT professionals and build models that make an impact on how insurance…","$132,300 - $173,200 a year"
627,Chicago,Entry level Data Science Role - Training provided,VForce InfoTech,"Schiller Park, IL 60176","Your role as a Data Scientist will be to assist the Engineering Leads in executing a work package for a³ project with a focus on speed, quality, and cost.","$55,000 - $60,000 a year"
628,Chicago,Senior & Lead Medical Economics Data Analysts,EmblemHealth,"Chicago, IL","MEDICAL ECONOMICS SENIOR & LEAD DATA ANALYST OPPORTUNITIES.
Remote positions available; corporate office located New York, NY .",Nothing_found
629,Chicago,Senior & Lead Medical Economics Data Analysts,EmblemHealth,"Chicago, IL","MEDICAL ECONOMICS SENIOR & LEAD DATA ANALYST OPPORTUNITIES.
Remote positions available; corporate office located New York, NY .",Nothing_found
630,Chicago,Data Scientist: Deep Learning & NLP,Allstate,"Chicago, IL","As a Sr. Data Scientist authority in these areas you will be responsible for researching, developing, and improving algorithms that help computers learn from…",Nothing_found
631,Chicago,Data Scientist,Capax Global LLC,"Chicago, IL",This position will be part of the Data Science and Machine Learning team and will bring strong quantitative skills to our data science capabilities.,Nothing_found
632,Chicago,Data Scientist,Mars,"Chicago, IL 60642",Inspiring the whole Mars business to adopt data driven decision-making by developing advanced analytics methods is huge in your role.,Nothing_found
633,Chicago,Data Scientist Intern - Summer 2020,Paylocity,"Schaumburg, IL 60196","Enthusiastic about advanced analytics and how predictive insights lead to a superior customer experience.
Able to work in a collaborative environment with a…",Nothing_found
634,Chicago,Data Scientist,The University of Chicago,"Chicago, IL 60637 (Woodlawn area)","Please make sure to read the job posting in its entirety as it reflects both the University roles and responsibilities, followed by the specific description.",Nothing_found
635,Chicago,Data Scientist - Quantitative (DI007),Internet Truckstop LLC,"Chicago, IL 60611 (Near North Side area)","Truckstop.com is hiring a Data Scientist for our Chicago, Illinois location.
Click here to learn more about Truckstop.com’s history.",Nothing_found
636,Chicago,Data Scientist,HNI Corporation,"Chicago, IL","HNI Corporation, an industry leader in office furniture design and manufacturing is in search of a Data Scientist to join our team in Chicago, IL!",Nothing_found
637,Chicago,Data Scientist,Strong Analytics,"Chicago, IL 60611 (Near North Side area)","This role thus requires a deep expertise in applying statistics and machine learning to real-world problems where data must be gathered, transformed, cleaned,…",Nothing_found
638,Chicago,Sr Data Analyst/Smart Comm Author,"CGI Group, Inc.","Chicago, IL 60602 (Loop area)","CGI: An employer of choice.
CGI is looking for a Sr. Data Analyst/Smart Comm Author to join the team.
There are various options for the location of this role.",Nothing_found
639,Chicago,Principal Data Scientist,Gallup,"Chicago, IL 60606 (Fulton River District area)","As a Gallup senior data scientist, you will help clients effectively use data to make better decisions.
You will apply your knowledge of various statistical and…",Nothing_found
640,Chicago,Data Scientist,Stryker,"Chicago, IL","T his position will grow Stryker’s capabilities in data analytics and management.
The Data Scientist will be responsible for discovering information hidden in…",Nothing_found
641,Chicago,Data Scientist,Theoris Services,"Chicago, IL","The purpose of the Data Analytics Scientist position is gather and utilize data to increase the efficiency & performance of business operations and,…","$84,414 - $115,000 a year"
642,Chicago,Statistician 1 - Rush Alzheimer's Disease Center,Rush University Medical Center,"Chicago, IL 60612 (Illinois Medical District area)","Job Title: Statistician 1 - Rush Alzheimer's Disease Center.
If this describes you, you may be the right candidate for the Statistician 1 position with the Rush…",Nothing_found
643,Chicago,Data Scientist,Seen by Indeed,"Chicago, IL",With one application you can be considered for thousands of tech roles from leading companies on Seen. Seen by Indeed is a free service that connects you to…,Nothing_found
644,Chicago,Senior & Lead Medical Economics Data Analysts,EmblemHealth,"Chicago, IL","MEDICAL ECONOMICS SENIOR & LEAD DATA ANALYST OPPORTUNITIES.
Remote positions available; corporate office located New York, NY .",Nothing_found
645,Chicago,Data Scientist: Deep Learning & NLP,Allstate,"Chicago, IL","You’ll help us reinvent protection and retirement to improve customers’ lives.
By extracting meaning from large data sets containing millions of documents, you…",Nothing_found
646,Chicago,Data Scientist/AI Scientist,STATS PERFORM,"Chicago, IL 60607","Researching, developing, and implementing the most innovative machine learning and computer vision techniques to Stats Perform’s wealth of sports data (both…",Nothing_found
647,Chicago,Senior Data Scientist,VillageMD,"Chicago, IL 60606",Our analytics team is central to our model of care and leverages data to derive advanced analytical insights from multiple data sources to drive business…,Nothing_found
648,Chicago,Research Data Scientist,AllianceChicago,"Chicago, IL 60654","Level/Salary Range: DOE Position Type: Flexible.
Project portfolio across community health center networks.
The Research Data Scientist will be instrumental in.",Nothing_found
649,Chicago,Sr Data Scientist,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL",This person will spend approximately a quarter of their time promoting best practices in data science across the enterprise and leading and organizing technical…,Nothing_found
650,Chicago,Senior Data Scientist,Gallup,"Chicago, IL 60606",Do you excel at building predictive models using various data sources and techniques to inform practical business decisions?,Nothing_found
651,Chicago,Senior Data Scientist,Illinois Policy Institute,"Chicago, IL 60603","This person will love diving into massive data sets, searching for trends and answering questions about what makes the needle move.",Nothing_found
652,Chicago,Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Chicago, IL","Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent…",Nothing_found
653,Chicago,Data Scientist - POS Data,"SPINS, LLC","Chicago, IL 60654","An experienced data engineer with demonstrated success in designing & maintaining data warehouses in Google BigQuery or other ""big data"" technologies.",Nothing_found
654,Chicago,Data Scientist,Concurrency,"Chicago, IL 60606","As a Data Scientist, you will be responsible for the development of Data Science solutions using Azure, machine learning, advanced data science concepts…",Nothing_found
655,Chicago,Data Science,TransVoyant,"Chicago, IL","In this role, you will structure data and create the analytics needed to provide insights into our customer domains–ranging from predicting customer demand to…",Nothing_found
656,Chicago,Data Scientist,Theoris Services,"Chicago, IL","The purpose of the Data Analytics Scientist position is gather and utilize data to increase the efficiency & performance of business operations and,…","$84,414 - $115,000 a year"
657,Chicago,Statistician 1 - Rush Alzheimer's Disease Center,Rush University Medical Center,"Chicago, IL 60612",Position Highlights: Under the direction of the Supervising Statistician the Statistician I will be responsible for performing basic analyses of research data…,Nothing_found
658,Chicago,Data Scientist,Seen by Indeed,"Chicago, IL",With one application you can be considered for thousands of tech roles from leading companies on Seen. Seen by Indeed is a free service that connects you to…,Nothing_found
659,San+Francisco,"Staff Data Scientist, Business Analytics",Intuit,"San Francisco, CA 94102","We are looking for a great data scientist for our Quickbooks Online (QBO) business.
Quickbooks is used by over 5MM SMBs globally to run their businesses and we…",Nothing_found
660,San+Francisco,Data Scientist,Blue Owl,"San Francisco, CA","The data science team builds the data-driven features of the company.
Requirements for all data scientists.
Qualified for one of the the specializations below.","$200,000 - $350,000 a year"
661,San+Francisco,Machine Learning Engineer,Triplebyte,"San Francisco, CA 94105","Triplebyte is transforming the way software engineers are hired.
Human decision making doesn't work at our scale; our marketplace is powered by automated…","$150,000 - $250,000 a year"
662,San+Francisco,Data Scientist,Plexuss.com,"Walnut Creek, CA","As a Data Scientist, you will help analyze Plexuss' product and UX data to build and grow an engaging platform for students and higher education institutions…",Nothing_found
663,San+Francisco,Data Scientist,Softvision - North America,"San Francisco, CA 94105","WE ARE A TRANSFORMATIONAL PARTNER.
Make recommendations regarding the collection, extraction, and transformation of large data sets.",Nothing_found
664,San+Francisco,Data Scientist - Merch Scenarios,Stitch Fix,"San Francisco, CA","You're excited about this opportunity because you will….
Identify opportunities for algorithmic innovations to optimize our merchandise portfolio, and lead…",Nothing_found
